Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples
ZC3H4,0,0,0,0,2,0,0,0,0,2,2,2
ZC3HC1,0,0,0,0,2,0,0,0,0,2,2,2
ZCCHC17,0,0,0,0,2,0,0,0,0,2,2,2
ZCCHC3,0,0,0,0,2,0,0,0,0,2,2,2
ZDHHC11,0,0,0,0,2,0,0,0,0,2,2,2
ZDHHC20,0,0,0,0,2,0,0,0,0,2,2,2
ZDHHC3,0,0,0,0,2,0,0,0,0,2,2,2
ZER1,0,0,0,0,2,0,0,0,0,2,2,2
ZFP36,0,0,0,0,2,0,0,0,0,2,2,2
ZFP69B,0,0,0,0,2,0,0,0,0,2,2,2
ZFPM1,0,0,0,0,2,0,0,0,0,2,2,2
ZGLP1,0,0,0,0,2,0,0,0,0,2,2,2
ZKSCAN7,0,0,0,0,2,0,0,0,0,2,2,2
ZMAT2,0,0,0,0,2,0,0,0,0,2,2,2
ZMPSTE24,0,0,0,0,2,0,0,0,0,2,2,2
ZMYND11,0,0,0,0,2,0,0,0,0,2,2,2
ZMYND12,0,0,0,0,1,0,0,1,0,2,2,2
ZNF114,0,0,0,0,2,0,0,0,0,2,2,2
ZNF143,0,0,0,0,2,0,0,0,0,2,2,2
ZNF155,0,0,0,0,1,1,0,0,0,2,2,2
ZNF195,0,0,0,0,2,0,0,0,0,2,2,2
ZNF205,0,0,0,0,2,0,0,0,0,2,2,2
ZNF212,0,0,0,0,2,0,0,0,0,2,2,2
ZNF213,0,0,0,0,2,0,0,0,0,2,2,2
ZNF219,0,0,0,0,2,0,0,0,0,2,2,2
ZNF22,0,0,0,0,2,0,0,0,0,2,2,2
ZNF225,0,0,0,0,2,0,0,0,0,2,2,2
ZNF251,0,0,0,0,2,0,0,0,0,2,2,2
ZNF281,1,0,0,0,1,0,0,0,0,2,2,2
ZNF32,0,0,0,0,2,0,0,0,0,2,2,2
ZNF35,0,0,0,0,2,0,0,0,0,2,2,2
ZNF354B,0,0,0,0,2,0,0,0,0,2,2,2
ZNF395,0,0,0,0,2,0,0,0,0,2,2,2
ZNF444,0,0,0,0,2,0,0,0,0,2,2,2
ZNF446,0,0,0,0,2,0,0,0,0,2,2,2
ZNF503,0,0,0,0,2,0,0,0,0,2,2,2
ZNF529,0,0,0,0,2,0,0,0,0,2,2,2
ZNF552,0,0,0,0,2,0,0,0,0,2,2,2
ZNF562,0,0,0,0,2,0,0,0,0,2,2,2
ZNF563,0,0,0,0,1,1,0,0,0,2,2,2
ZNF576,0,0,0,0,2,0,0,0,0,2,2,2
ZNF577,0,0,0,0,2,0,0,0,0,2,2,2
ZNF584,0,0,0,0,2,0,0,0,0,2,2,2
ZNF597,0,0,0,0,1,1,0,0,0,2,2,2
ZNF598,1,0,0,0,1,0,0,0,0,2,2,2
ZNF623,0,0,0,0,2,0,0,0,0,2,2,2
ZNF628,0,0,0,0,2,0,0,0,0,2,2,2
ZNF641,1,0,0,0,1,0,0,0,0,2,2,2
ZNF660,0,0,0,0,2,0,0,0,0,2,2,2
ZNF688,0,0,0,0,1,0,0,1,0,2,2,2
ZNF689,0,0,0,0,2,0,0,0,0,2,2,2
ZNF696,0,0,0,0,2,0,0,0,0,2,2,2
ZNF697,0,0,0,0,2,0,0,0,0,2,2,2
ZNF703,2,0,0,0,0,0,0,0,0,2,2,2
ZNF710,0,0,0,0,2,0,0,0,0,2,2,2
ZNF732,0,0,0,0,2,0,0,0,0,2,2,2
ZNF738,0,0,0,0,1,1,0,0,0,2,2,2
ZNF766,0,0,0,0,1,1,0,0,0,2,2,2
ZNF852,0,0,0,0,1,1,0,0,0,2,2,2
ZNF860,0,0,0,0,2,0,0,0,0,2,2,2
ZPBP2,1,0,0,0,1,0,0,0,0,2,2,2
ZRSR1,0,0,0,0,1,1,0,0,0,2,2,2
ZSCAN12,0,0,0,0,1,1,0,0,0,2,2,2
ZSCAN21,0,0,0,0,2,0,0,0,0,2,2,2
ZSWIM6,0,0,0,0,2,0,0,0,0,2,2,2
ZWILCH,0,0,0,0,1,0,0,1,0,2,2,2
AP006285.2,0,0,0,0,2,0,0,0,0,2,1,1
ARL6IP1,0,0,0,0,2,0,0,0,0,2,1,1
ART1,0,0,0,0,2,0,0,0,0,2,1,1
BPIFA2,0,0,0,0,2,0,0,0,0,2,1,1
C19orf25,0,0,0,0,2,0,0,0,0,2,1,1
CDCA3,0,0,0,0,2,0,0,0,0,2,1,1
CGB,0,0,0,0,1,0,0,1,0,2,1,1
CNIH4,0,1,0,0,0,0,0,1,0,2,1,1
CRLS1,0,0,0,0,2,0,0,0,0,2,1,1
DNLZ,0,0,0,0,2,0,0,0,0,2,1,1
E2F2,0,0,0,0,1,1,0,0,0,2,1,1
EMD,0,0,0,0,1,1,0,0,0,2,1,1
GEMIN2,0,0,0,0,2,0,0,0,0,2,1,1
GTPBP2,0,0,0,0,2,0,0,0,0,2,1,1
GUCA2B,0,0,0,0,2,0,0,0,0,2,1,1
HS2ST1,0,0,0,0,2,0,0,0,0,2,1,1
IGLV3-27,0,0,0,0,2,0,0,0,0,2,1,1
ILK,0,0,0,0,2,0,0,0,0,2,1,1
KAZALD1,1,0,0,0,1,0,0,0,0,2,1,1
LDOC1,0,0,0,0,2,0,0,0,0,2,1,1
LIMS1,0,0,0,0,2,0,0,0,0,2,1,1
MESP1,0,0,0,0,2,0,0,0,0,2,1,1
MSMB,0,0,0,0,1,1,0,0,0,2,1,1
MTHFD2L,0,0,0,0,2,0,0,0,0,2,1,1
PBK,1,0,0,0,1,0,0,0,0,2,1,1
PNOC,0,0,0,0,2,0,0,0,0,2,1,1
POC1B,0,0,0,0,1,1,0,0,0,2,1,1
RAB24,0,0,0,0,0,0,0,2,0,2,1,1
RABL2B,0,0,0,0,2,0,0,0,0,2,1,1
RBMY1E,0,0,0,0,1,1,0,0,0,2,1,1
SCD,0,0,0,0,2,0,0,0,0,2,1,1
SGOL1,0,0,0,0,2,0,0,0,0,2,1,1
SPAG4,0,1,0,0,1,0,0,0,0,2,1,1
SRD5A1,0,0,0,0,1,0,0,1,0,2,1,1
TMA16,0,0,0,0,2,0,0,0,0,2,1,1
TMCC2,0,0,0,0,2,0,0,0,0,2,1,1
TMED1,0,0,0,0,2,0,0,0,0,2,1,1
TMEM256,0,0,0,0,2,0,0,0,0,2,1,1
ZNF324,0,0,0,0,2,0,0,0,0,2,1,1
A3GALT2,0,0,0,0,1,0,0,0,0,1,1,1
AASDHPPT,0,0,0,0,1,0,0,0,0,1,1,1
ABCG1,0,0,0,0,1,0,0,0,0,1,1,1
ABHD1,0,0,0,0,1,0,0,0,0,1,1,1
ABHD11,0,0,0,0,1,0,0,0,0,1,1,1
ABHD12B,0,0,0,0,1,0,0,0,0,1,1,1
ABHD14A-ACY1,0,0,0,0,1,0,0,0,0,1,1,1
ABHD14B,0,0,0,0,1,0,0,0,0,1,1,1
ABHD16B,0,0,0,0,1,0,0,0,0,1,1,1
ABHD17A,0,0,0,0,1,0,0,0,0,1,1,1
ABHD4,0,0,0,0,0,1,0,0,0,1,1,1
ABHD6,0,0,0,0,1,0,0,0,0,1,1,1
ABHD8,0,0,0,0,1,0,0,0,0,1,1,1
ABRACL,0,0,0,0,0,0,0,0,1,1,1,1
AC007906.1,0,0,0,0,0,1,0,0,0,1,1,1
AC096579.13,0,0,0,0,0,0,0,1,0,1,1,1
AC104389.2,0,0,0,0,1,0,0,0,0,1,1,1
AC124312.1,0,0,0,0,1,0,0,0,0,1,1,1
AC126407.1,0,0,0,0,0,1,0,0,0,1,1,1
ACAA2,0,0,0,0,1,0,0,0,0,1,1,1
ACADSB,0,0,0,0,1,0,0,0,0,1,1,1
ACBD3,0,0,0,0,1,0,0,0,0,1,1,1
ACBD7,0,0,0,0,0,0,0,1,0,1,1,1
ACER3,0,0,0,0,1,0,0,0,0,1,1,1
ACOT4,0,0,0,0,1,0,0,0,0,1,1,1
ACOT6,0,0,0,0,1,0,0,0,0,1,1,1
ACOT9,0,0,0,0,1,0,0,0,0,1,1,1
ACP1,0,0,0,0,1,0,0,0,0,1,1,1
ACP5,0,0,0,0,1,0,0,0,0,1,1,1
ACR,0,0,0,0,1,0,0,0,0,1,1,1
ACTA2,0,0,0,0,1,0,0,0,0,1,1,1
ACTR1A,0,0,0,0,1,0,0,0,0,1,1,1
ACYP2,0,0,0,0,1,0,0,0,0,1,1,1
ADAP1,0,0,0,0,1,0,0,0,0,1,1,1
ADAP2,0,0,0,0,1,0,0,0,0,1,1,1
ADAT2,0,0,0,0,1,0,0,0,0,1,1,1
ADGRG1,1,0,0,0,0,0,0,0,0,1,1,1
ADH5,0,0,0,0,1,0,0,0,0,1,1,1
ADI1,0,0,0,0,1,0,0,0,0,1,1,1
ADK,0,0,0,0,1,0,0,0,0,1,1,1
ADM,0,0,0,0,0,1,0,0,0,1,1,1
ADO,0,0,0,0,1,0,0,0,0,1,1,1
ADPRM,0,0,0,0,1,0,0,0,0,1,1,1
AGAP9,0,0,0,0,1,0,0,0,0,1,1,1
AGMAT,0,0,0,0,1,0,0,0,0,1,1,1
AGPAT2,0,0,0,0,1,0,0,0,0,1,1,1
AGPAT4,0,0,0,0,0,0,0,1,0,1,1,1
AGPAT6,0,0,0,0,1,0,0,0,0,1,1,1
AGR3,0,0,0,0,1,0,0,0,0,1,1,1
AHCY,0,0,0,0,1,0,0,0,0,1,1,1
AHSA2,0,0,0,0,1,0,0,0,0,1,1,1
AIF1,0,0,0,0,0,1,0,0,0,1,1,1
AK1,0,0,0,0,1,0,0,0,0,1,1,1
AKR1C2,0,0,0,0,0,1,0,0,0,1,1,1
AKR1C4,0,0,0,0,1,0,0,0,0,1,1,1
AKR7L,0,0,0,0,1,0,0,0,0,1,1,1
AL022328.1,0,0,0,0,1,0,0,0,0,1,1,1
ALAS1,0,0,0,0,1,0,0,0,0,1,1,1
ALDH3B1,0,0,0,0,1,0,0,0,0,1,1,1
ALG1,0,0,0,0,1,0,0,0,0,1,1,1
ALG14,0,1,0,0,0,0,0,0,0,1,1,1
ALG1L,0,0,0,0,1,0,0,0,0,1,1,1
ALOX5AP,0,0,0,0,1,0,0,0,0,1,1,1
AMELY,0,0,0,0,1,0,0,0,0,1,1,1
AMFR,0,0,0,0,1,0,0,0,0,1,1,1
AMIGO2,0,0,0,0,1,0,0,0,0,1,1,1
AMMECR1,0,0,0,0,1,0,0,0,0,1,1,1
ANAPC7,0,0,0,0,1,0,0,0,0,1,1,1
ANG,0,0,0,0,1,0,0,0,0,1,1,1
ANGPTL7,0,0,0,0,1,0,0,0,0,1,1,1
ANKRD20A2,0,0,0,0,1,0,0,0,0,1,1,1
ANKRD23,0,0,0,0,1,0,0,0,0,1,1,1
ANKRD30BL,0,0,0,0,1,0,0,0,0,1,1,1
ANKRD37,0,0,0,0,1,0,0,0,0,1,1,1
ANKRD40,0,0,0,0,1,0,0,0,0,1,1,1
ANKRD62,0,0,0,0,1,0,0,0,0,1,1,1
ANKRD9,0,0,0,0,1,0,0,0,0,1,1,1
ANP32A,0,0,0,0,1,0,0,0,0,1,1,1
ANP32B,0,0,0,0,0,1,0,0,0,1,1,1
ANP32D,0,0,0,0,1,0,0,0,0,1,1,1
ANXA1,0,0,0,0,0,1,0,0,0,1,1,1
ANXA10,0,0,0,0,1,0,0,0,0,1,1,1
ANXA2R,0,0,0,0,1,0,0,0,0,1,1,1
ANXA3,0,0,0,0,1,0,0,0,0,1,1,1
ANXA8,0,0,0,0,1,0,0,0,0,1,1,1
ANXA8L1,0,0,0,0,1,0,0,0,0,1,1,1
AP000304.12,0,0,0,0,1,0,0,0,0,1,1,1
AP2A2,0,0,0,0,1,0,0,0,0,1,1,1
AP2S1,0,0,0,0,1,0,0,0,0,1,1,1
AP3S1,0,0,0,0,1,0,0,0,0,1,1,1
AP3S2,0,0,0,0,1,0,0,0,0,1,1,1
AP4S1,0,0,0,0,1,0,0,0,0,1,1,1
AP5B1,0,0,0,0,1,0,0,0,0,1,1,1
APBB3,0,0,0,0,1,0,0,0,0,1,1,1
APEX1,0,0,0,0,1,0,0,0,0,1,1,1
APH1B,0,0,0,0,1,0,0,0,0,1,1,1
APITD1-CORT,0,0,0,0,1,0,0,0,0,1,1,1
APLN,0,0,0,0,1,0,0,0,0,1,1,1
APOBEC3C,0,0,0,0,1,0,0,0,0,1,1,1
APOD,0,0,0,0,1,0,0,0,0,1,1,1
APOL6,0,0,0,0,1,0,0,0,0,1,1,1
APOLD1,0,0,0,0,1,0,0,0,0,1,1,1
APOOL,0,0,0,0,1,0,0,0,0,1,1,1
APPL1,0,0,0,0,1,0,0,0,0,1,1,1
APTX,0,0,0,0,1,0,0,0,0,1,1,1
ARCN1,0,0,0,0,1,0,0,0,0,1,1,1
ARFIP1,0,0,0,0,0,1,0,0,0,1,1,1
ARG2,0,0,0,0,1,0,0,0,0,1,1,1
ARHGAP1,0,0,0,0,1,0,0,0,0,1,1,1
ARHGEF3,0,0,0,0,1,0,0,0,0,1,1,1
ARID3A,0,0,0,0,1,0,0,0,0,1,1,1
ARID3C,0,0,0,0,1,0,0,0,0,1,1,1
ARID5A,0,0,0,0,1,0,0,0,0,1,1,1
ARL1,0,0,0,0,0,1,0,0,0,1,1,1
ARL10,0,0,0,0,1,0,0,0,0,1,1,1
ARL16,0,0,0,0,1,0,0,0,0,1,1,1
ARL2BP,0,0,0,0,1,0,0,0,0,1,1,1
ARL4C,0,0,0,0,1,0,0,0,0,1,1,1
ARL4D,0,0,0,0,1,0,0,0,0,1,1,1
ARMCX6,0,0,0,0,1,0,0,0,0,1,1,1
ARPC5,0,0,0,0,1,0,0,0,0,1,1,1
ARPC5L,0,0,0,0,1,0,0,0,0,1,1,1
ARRDC1,0,0,0,0,1,0,0,0,0,1,1,1
ASAH2B,0,0,0,0,1,0,0,0,0,1,1,1
ASB1,0,0,0,0,1,0,0,0,0,1,1,1
ASB10,0,0,0,0,1,0,0,0,0,1,1,1
ASB14,0,0,0,0,1,0,0,0,0,1,1,1
ASB16,0,0,0,0,1,0,0,0,0,1,1,1
ASB6,0,0,0,0,1,0,0,0,0,1,1,1
ASCL3,0,0,0,0,0,1,0,0,0,1,1,1
ASGR1,0,0,0,0,1,0,0,0,0,1,1,1
ASIP,0,0,0,0,1,0,0,0,0,1,1,1
ASPDH,0,0,0,0,1,0,0,0,0,1,1,1
ATAD1,0,0,0,0,1,0,0,0,0,1,1,1
ATG5,0,0,0,0,1,0,0,0,0,1,1,1
ATHL1,0,0,0,0,1,0,0,0,0,1,1,1
ATOH8,0,0,0,0,1,0,0,0,0,1,1,1
ATP1A1,0,0,0,0,1,0,0,0,0,1,1,1
ATP1B3,0,0,0,0,1,0,0,0,0,1,1,1
ATP5G3,0,0,0,0,1,0,0,0,0,1,1,1
ATP5H,0,0,0,0,1,0,0,0,0,1,1,1
ATP5J,0,0,0,0,1,0,0,0,0,1,1,1
ATP5J2,0,0,0,0,1,0,0,0,0,1,1,1
ATP5J2-PTCD1,0,0,0,0,1,0,0,0,0,1,1,1
ATP5S,0,0,0,0,1,0,0,0,0,1,1,1
ATP5SL,0,0,0,0,1,0,0,0,0,1,1,1
ATP6V0B,0,0,0,0,1,0,0,0,0,1,1,1
ATP6V0C,0,0,0,0,1,0,0,0,0,1,1,1
ATP6V1E1,0,0,0,0,0,0,0,1,0,1,1,1
ATP6V1E2,0,0,0,0,1,0,0,0,0,1,1,1
ATP6V1G1,0,0,0,0,1,0,0,0,0,1,1,1
ATP6V1G2,1,0,0,0,0,0,0,0,0,1,1,1
ATPAF1,0,0,0,0,1,0,0,0,0,1,1,1
AURKAIP1,1,0,0,0,0,0,0,0,0,1,1,1
AWAT2,0,0,0,0,1,0,0,0,0,1,1,1
AZIN1,0,0,0,0,1,0,0,0,0,1,1,1
B3GALNT2,0,0,0,0,1,0,0,0,0,1,1,1
B3GALT6,0,0,0,0,1,0,0,0,0,1,1,1
B3GNT5,0,0,0,0,1,0,0,0,0,1,1,1
B3GNT9,0,0,0,0,1,0,0,0,0,1,1,1
B4GALT5,0,0,0,0,1,0,0,0,0,1,1,1
B4GALT7,0,0,0,0,1,0,0,0,0,1,1,1
BAALC,0,0,0,0,1,0,0,0,0,1,1,1
BAG3,0,0,0,0,1,0,0,0,0,1,1,1
BASP1,0,0,0,0,1,0,0,0,0,1,1,1
BATF2,0,0,0,0,0,1,0,0,0,1,1,1
BATF3,0,0,0,0,1,0,0,0,0,1,1,1
BAX,0,0,0,0,1,0,0,0,0,1,1,1
BBS5,0,0,0,0,1,0,0,0,0,1,1,1
BCKDHA,0,0,0,0,1,0,0,0,0,1,1,1
BCKDK,0,0,0,0,1,0,0,0,0,1,1,1
BCL2L10,0,0,0,0,1,0,0,0,0,1,1,1
BCL2L14,0,0,0,0,1,0,0,0,0,1,1,1
BCL2L2,0,0,0,0,1,0,0,0,0,1,1,1
BCL3,0,0,0,0,1,0,0,0,0,1,1,1
BCL7A,0,0,0,0,1,0,0,0,0,1,1,1
BCS1L,0,0,0,0,1,0,0,0,0,1,1,1
BDNF,0,0,0,0,1,0,0,0,0,1,1,1
BEND5,0,0,0,0,1,0,0,0,0,1,1,1
BEX4,0,0,0,0,1,0,0,0,0,1,1,1
BEX5,0,0,0,0,1,0,0,0,0,1,1,1
BFAR,0,0,0,0,1,0,0,0,0,1,1,1
BGN,0,0,0,0,1,0,0,0,0,1,1,1
BIN3,0,0,0,0,1,0,0,0,0,1,1,1
BIRC5,0,0,0,0,1,0,0,0,0,1,1,1
BLCAP,0,0,0,0,1,0,0,0,0,1,1,1
BLOC1S2,0,0,0,0,1,0,0,0,0,1,1,1
BLOC1S6,0,0,0,0,1,0,0,0,0,1,1,1
BLVRB,0,0,0,0,1,0,0,0,0,1,1,1
BMP8A,0,0,0,0,1,0,0,0,0,1,1,1
BMS1P20,0,0,0,0,0,0,0,1,0,1,1,1
BNIP3,0,0,0,0,1,0,0,0,0,1,1,1
BNIPL,0,0,0,0,0,1,0,0,0,1,1,1
BORA,0,0,0,0,1,0,0,0,0,1,1,1
BRAP,0,0,0,0,1,0,0,0,0,1,1,1
BRICD5,0,0,0,0,1,0,0,0,0,1,1,1
BRIX1,0,0,0,0,0,1,0,0,0,1,1,1
BRMS1L,0,0,0,0,1,0,0,0,0,1,1,1
BSG,0,0,0,0,1,0,0,0,0,1,1,1
BST1,0,0,0,0,1,0,0,0,0,1,1,1
BTF3,0,0,0,0,1,0,0,0,0,1,1,1
BTG1,0,0,0,0,1,0,0,0,0,1,1,1
BTG4,0,0,0,0,1,0,0,0,0,1,1,1
C10orf113,0,0,0,0,1,0,0,0,0,1,1,1
C10orf35,0,0,0,0,1,0,0,0,0,1,1,1
C10orf62,0,0,0,0,1,0,0,0,0,1,1,1
C11orf40,0,0,0,0,1,0,0,0,0,1,1,1
C11orf42,0,0,0,0,1,0,0,0,0,1,1,1
C11orf53,0,0,0,0,1,0,0,0,0,1,1,1
C11orf68,0,0,0,0,0,1,0,0,0,1,1,1
C11orf70,0,0,0,0,1,0,0,0,0,1,1,1
C11orf71,0,0,0,0,1,0,0,0,0,1,1,1
C11orf73,0,0,0,0,1,0,0,0,0,1,1,1
C11orf84,0,0,0,0,1,0,0,0,0,1,1,1
C11orf88,0,0,0,0,1,0,0,0,0,1,1,1
C12orf45,0,0,0,0,1,0,0,0,0,1,1,1
C12orf56,0,0,0,0,1,0,0,0,0,1,1,1
C12orf57,0,0,0,0,1,0,0,0,0,1,1,1
C12orf60,0,1,0,0,0,0,0,0,0,1,1,1
C14orf1,0,0,0,0,0,0,0,1,0,1,1,1
C14orf119,0,0,0,0,1,0,0,0,0,1,1,1
C14orf142,0,0,0,0,1,0,0,0,0,1,1,1
C14orf178,0,0,0,0,1,0,0,0,0,1,1,1
C14orf180,0,0,0,0,1,0,0,0,0,1,1,1
C14orf79,0,0,0,0,1,0,0,0,0,1,1,1
C14orf80,0,0,0,0,1,0,0,0,0,1,1,1
C15orf26,0,0,0,0,1,0,0,0,0,1,1,1
C16orf59,0,0,0,0,1,0,0,0,0,1,1,1
C16orf70,0,0,0,0,0,1,0,0,0,1,1,1
C16orf71,0,0,0,0,1,0,0,0,0,1,1,1
C16orf72,0,0,0,0,1,0,0,0,0,1,1,1
C16orf87,0,0,0,0,1,0,0,0,0,1,1,1
C16orf90,0,0,0,0,1,0,0,0,0,1,1,1
C16orf91,0,0,0,0,1,0,0,0,0,1,1,1
C17orf49,0,0,0,0,1,0,0,0,0,1,1,1
C17orf53,0,0,0,0,1,0,0,0,0,1,1,1
C17orf58,0,0,0,0,0,0,0,1,0,1,1,1
C17orf64,0,0,0,0,1,0,0,0,0,1,1,1
C17orf67,0,0,0,0,1,0,0,0,0,1,1,1
C17orf74,0,0,0,0,0,1,0,0,0,1,1,1
C17orf97,0,0,0,0,1,0,0,0,0,1,1,1
C18orf21,0,0,0,0,1,0,0,0,0,1,1,1
C18orf25,0,0,0,0,1,0,0,0,0,1,1,1
C18orf8,0,0,0,0,1,0,0,0,0,1,1,1
C19orf40,0,0,0,0,1,0,0,0,0,1,1,1
C19orf52,0,0,0,0,1,0,0,0,0,1,1,1
C19orf80,1,0,0,0,0,0,0,0,0,1,1,1
C1QBP,0,0,0,0,1,0,0,0,0,1,1,1
C1QTNF1,1,0,0,0,0,0,0,0,0,1,1,1
C1QTNF4,0,0,0,0,1,0,0,0,0,1,1,1
C1QTNF9B-AS1,0,0,0,0,1,0,0,0,0,1,1,1
C1orf105,0,0,0,0,1,0,0,0,0,1,1,1
C1orf21,0,0,0,0,1,0,0,0,0,1,1,1
C1orf43,0,0,0,0,1,0,0,0,0,1,1,1
C1orf50,0,0,0,0,1,0,0,0,0,1,1,1
C1orf52,0,0,0,0,1,0,0,0,0,1,1,1
C1orf53,0,0,0,0,1,0,0,0,0,1,1,1
C1orf64,0,0,0,0,0,0,0,1,0,1,1,1
C1orf86,0,0,0,0,1,0,0,0,0,1,1,1
C1orf95,0,0,0,0,1,0,0,0,0,1,1,1
C2orf15,0,0,0,0,1,0,0,0,0,1,1,1
C2orf49,0,0,0,0,1,0,0,0,0,1,1,1
C2orf66,0,0,0,0,0,1,0,0,0,1,1,1
C2orf76,0,0,0,0,0,1,0,0,0,1,1,1
C3orf52,0,0,0,0,1,0,0,0,0,1,1,1
C3orf62,0,0,0,0,1,0,0,0,0,1,1,1
C3orf67,0,0,0,0,0,1,0,0,0,1,1,1
C4orf26,1,0,0,0,0,0,0,0,0,1,1,1
C4orf32,0,0,0,0,1,0,0,0,0,1,1,1
C4orf33,0,0,0,0,1,0,0,0,0,1,1,1
C5orf45,0,0,0,0,1,0,0,0,0,1,1,1
C5orf46,0,0,0,0,1,0,0,0,0,1,1,1
C5orf51,0,0,0,0,1,0,0,0,0,1,1,1
C5orf56,0,0,0,0,1,0,0,0,0,1,1,1
C6orf1,0,1,0,0,0,0,0,0,0,1,1,1
C6orf10,0,0,0,0,1,0,0,0,0,1,1,1
C6orf195,0,0,0,0,1,0,0,0,0,1,1,1
C6orf47,0,0,0,0,1,0,0,0,0,1,1,1
C6orf62,0,0,0,0,1,0,0,0,0,1,1,1
C6orf89,0,0,0,0,1,0,0,0,0,1,1,1
C7orf49,0,0,0,0,1,0,0,0,0,1,1,1
C8orf46,0,0,0,0,1,0,0,0,0,1,1,1
C8orf58,0,0,0,0,1,0,0,0,0,1,1,1
C8orf82,0,0,0,0,1,0,0,0,0,1,1,1
C9orf114,0,0,0,0,0,0,0,1,0,1,1,1
C9orf116,0,0,0,0,1,0,0,0,0,1,1,1
C9orf129,0,0,0,0,1,0,0,0,0,1,1,1
C9orf152,0,0,0,0,1,0,0,0,0,1,1,1
C9orf85,0,0,0,0,0,1,0,0,0,1,1,1
C9orf9,0,0,0,0,1,0,0,0,0,1,1,1
CA14,0,0,0,0,1,0,0,0,0,1,1,1
CA5B,0,0,0,0,1,0,0,0,0,1,1,1
CAAP1,0,0,0,0,1,0,0,0,0,1,1,1
CABLES2,0,0,0,0,1,0,0,0,0,1,1,1
CABP7,0,0,0,0,0,1,0,0,0,1,1,1
CACNB1,0,0,0,0,1,0,0,0,0,1,1,1
CALHM2,0,1,0,0,0,0,0,0,0,1,1,1
CALU,0,0,0,0,1,0,0,0,0,1,1,1
CAMK1,0,0,0,0,1,0,0,0,0,1,1,1
CAMK2N1,0,0,0,0,1,0,0,0,0,1,1,1
CAP1,0,0,0,0,1,0,0,0,0,1,1,1
CAPNS1,0,0,0,0,0,1,0,0,0,1,1,1
CAPNS2,0,0,0,0,1,0,0,0,0,1,1,1
CAPS,0,0,0,0,1,0,0,0,0,1,1,1
CAPZA2,0,0,0,0,0,0,0,1,0,1,1,1
CARD9,0,0,0,0,0,1,0,0,0,1,1,1
CARHSP1,0,0,0,0,1,0,0,0,0,1,1,1
CASP6,0,0,0,0,1,0,0,0,0,1,1,1
CASP9,0,0,0,0,1,0,0,0,0,1,1,1
CATSPER3,0,0,0,0,1,0,0,0,0,1,1,1
CAV2,0,0,0,0,1,0,0,0,0,1,1,1
CBLC,0,0,0,0,1,0,0,0,0,1,1,1
CBLN3,0,0,0,0,1,0,0,0,0,1,1,1
CBR1,0,0,0,0,1,0,0,0,0,1,1,1
CBR3,0,0,0,0,1,0,0,0,0,1,1,1
CBWD2,0,0,0,0,1,0,0,0,0,1,1,1
CBX1,0,0,0,0,1,0,0,0,0,1,1,1
CBX5,0,0,0,0,0,1,0,0,0,1,1,1
CCBL1,0,0,0,0,1,0,0,0,0,1,1,1
CCDC116,0,0,0,0,1,0,0,0,0,1,1,1
CCDC122,0,0,0,0,1,0,0,0,0,1,1,1
CCDC137,0,0,0,0,1,0,0,0,0,1,1,1
CCDC163P,0,0,0,0,1,0,0,0,0,1,1,1
CCDC17,0,1,0,0,0,0,0,0,0,1,1,1
CCDC184,0,0,0,0,1,0,0,0,0,1,1,1
CCDC24,0,0,0,0,1,0,0,0,0,1,1,1
CCDC28B,0,0,0,0,0,1,0,0,0,1,1,1
CCDC58,0,0,0,0,1,0,0,0,0,1,1,1
CCDC61,1,0,0,0,0,0,0,0,0,1,1,1
CCDC71,0,0,0,0,1,0,0,0,0,1,1,1
CCDC82,0,0,0,0,0,1,0,0,0,1,1,1
CCDC85B,0,0,0,0,1,0,0,0,0,1,1,1
CCL14,0,0,0,0,1,0,0,0,0,1,1,1
CCL16,0,0,0,0,1,0,0,0,0,1,1,1
CCL19,0,0,0,0,1,0,0,0,0,1,1,1
CCL20,0,0,0,0,1,0,0,0,0,1,1,1
CCL21,0,0,0,0,0,1,0,0,0,1,1,1
CCL23,0,0,0,0,0,1,0,0,0,1,1,1
CCL26,0,0,0,0,1,0,0,0,0,1,1,1
CCL4,0,0,0,0,1,0,0,0,0,1,1,1
CCL4L1,0,0,0,0,1,0,0,0,0,1,1,1
CCL5,0,0,0,0,1,0,0,0,0,1,1,1
CCL8,0,0,0,0,1,0,0,0,0,1,1,1
CCNB2,0,0,0,0,1,0,0,0,0,1,1,1
CCNDBP1,0,0,0,0,1,0,0,0,0,1,1,1
CCNE2,0,0,0,0,1,0,0,0,0,1,1,1
CCNI,0,0,0,0,0,0,0,1,0,1,1,1
CCNJ,0,0,0,0,1,0,0,0,0,1,1,1
CCSAP,0,0,0,0,1,0,0,0,0,1,1,1
CD160,0,0,0,0,1,0,0,0,0,1,1,1
CD164,0,0,0,0,1,0,0,0,0,1,1,1
CD27,0,0,0,0,0,1,0,0,0,1,1,1
CD274,0,0,0,0,1,0,0,0,0,1,1,1
CD300LF,0,0,0,0,1,0,0,0,0,1,1,1
CD3E,0,0,0,0,1,0,0,0,0,1,1,1
